State,different_from_oregon_flag,metric_nodata_flag,metric,variable,category,category_reporting_flag,category_reporting_note
ID,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
ID,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
ID,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
ID,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
ID,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
ID,FALSE,FALSE,Cases,Race,White,FALSE,NA
ID,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
ID,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
ID,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,White,FALSE,NA
ID,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
ID,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
ID,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
IL,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
IL,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
IL,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
IL,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
IL,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
IL,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
IL,TRUE,FALSE,Cases,Race,White,FALSE,NA
IL,TRUE,FALSE,Cases,Race,Some other race,FALSE,NA
IL,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
IL,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
IL,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,White,FALSE,NA
IL,TRUE,FALSE,Deaths,Race,Some other race,FALSE,NA
IL,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
IL,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
IN,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
IN,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
IN,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
IN,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Cases,Race,White,FALSE,NA
IN,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
IN,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
IN,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
IN,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
IN,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
IN,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Deaths,Race,White,FALSE,NA
IN,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Indiana includes this race category under a grouping it labels ""Other."""
IN,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
IN,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
KS,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
KS,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
KS,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
KS,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Kansas does not specify if this race category is included under a grouping it labels ""Other race."""
KS,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
KS,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Kansas does not specify if this race category is included under a grouping it labels ""Other race."""
KS,TRUE,FALSE,Cases,Race,White,FALSE,NA
KS,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Kansas does not specify if this race category is included under a grouping it labels ""Other race."""
KS,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
KS,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
KS,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
KS,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
KS,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
KS,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Kansas does not specify if this race category is included under a grouping it labels ""Other race."""
KS,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
KS,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Kansas does not specify if this race category is included under a grouping it labels ""Other race."""
KS,TRUE,FALSE,Deaths,Race,White,FALSE,NA
KS,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Kansas does not specify if this race category is included under a grouping it labels ""Other race."""
KS,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
KS,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
KY,FALSE,FALSE,Cases,Race,Black or African American,FALSE,NA
KY,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
KY,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
KY,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
KY,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
KY,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
KY,FALSE,FALSE,Cases,Race,White,FALSE,NA
KY,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
KY,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
KY,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,White,FALSE,NA
KY,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
KY,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
KY,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
LA,TRUE,TRUE,Cases,Race,Black or African American,FALSE,NA
LA,TRUE,TRUE,Cases,Race,Hispanic or Latino,FALSE,NA
LA,TRUE,TRUE,Cases,Race,Asian,FALSE,NA
LA,TRUE,TRUE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
LA,TRUE,TRUE,Cases,Race,American Indian and Alaska Native,FALSE,NA
LA,TRUE,TRUE,Cases,Race,Two or more races,FALSE,NA
LA,TRUE,TRUE,Cases,Race,White,FALSE,NA
LA,TRUE,TRUE,Cases,Race,Some other race,FALSE,NA
LA,TRUE,TRUE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
LA,TRUE,TRUE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Louisiana does not specify if this race category is included under a grouping it labels ""Other."""
LA,TRUE,FALSE,Deaths,Race,White,FALSE,NA
LA,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Louisiana does not specify if this race category is included under a grouping it labels ""Other."""
LA,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
LA,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MA,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
MA,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
MA,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
MA,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Cases,Race,White,FALSE,NA
MA,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MA,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MA,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MA,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
MA,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
MA,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Deaths,Race,White,FALSE,NA
MA,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Massachusetts does not specify if this race category is included under a grouping it labels ""Non-Hispanic Other."""
MA,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MA,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MD,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
MD,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
MD,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
MD,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Cases,Race,White,FALSE,NA
MD,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MD,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MD,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MD,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
MD,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
MD,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Deaths,Race,White,FALSE,NA
MD,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Maryland does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MD,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MD,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
ME,FALSE,FALSE,Cases,Race,Black or African American,FALSE,NA
ME,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
ME,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
ME,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
ME,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
ME,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
ME,FALSE,FALSE,Cases,Race,White,FALSE,NA
ME,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
ME,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
ME,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,White,FALSE,NA
ME,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
ME,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
ME,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MI,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
MI,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
MI,TRUE,FALSE,Cases,Race,Asian,TRUE,"Michigan reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
MI,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Michigan reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
MI,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
MI,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
MI,TRUE,FALSE,Cases,Race,White,FALSE,NA
MI,TRUE,FALSE,Cases,Race,Some other race,FALSE,NA
MI,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MI,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MI,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MI,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
MI,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Michigan reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
MI,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Michigan reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
MI,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
MI,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
MI,TRUE,FALSE,Deaths,Race,White,FALSE,NA
MI,TRUE,FALSE,Deaths,Race,Some other race,FALSE,NA
MI,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MI,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MN,FALSE,FALSE,Cases,Race,Black or African American,FALSE,NA
MN,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
MN,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
MN,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
MN,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
MN,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
MN,FALSE,FALSE,Cases,Race,White,FALSE,NA
MN,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
MN,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MN,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,White,FALSE,NA
MN,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
MN,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MN,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MO,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
MO,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
MO,TRUE,FALSE,Cases,Race,Asian,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
MO,TRUE,FALSE,Cases,Race,White,FALSE,NA
MO,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MO,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MO,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MO,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
MO,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
MO,TRUE,FALSE,Deaths,Race,White,FALSE,NA
MO,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Missouri includes this race category under a category it labels ""Other."""
MO,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MO,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MP,FALSE,FALSE,Cases,Race,Black or African American,FALSE,NA
MP,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
MP,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
MP,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
MP,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
MP,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
MP,FALSE,FALSE,Cases,Race,White,FALSE,NA
MP,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
MP,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MP,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,White,FALSE,NA
MP,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
MP,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MP,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MS,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
MS,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
MS,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
MS,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Mississippi does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MS,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
MS,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Mississippi does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MS,TRUE,FALSE,Cases,Race,White,FALSE,NA
MS,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Mississippi does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MS,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MS,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MS,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
MS,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
MS,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
MS,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Mississippi does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MS,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
MS,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Mississippi does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MS,TRUE,FALSE,Deaths,Race,White,FALSE,NA
MS,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Mississippi does not specify if this race category is included under a grouping it labels ""Other (Non-Hispanic)."""
MS,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MS,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
MT,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
MT,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
MT,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
MT,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Montana does not specify if this race category is included under a grouping it labels ""Other race."""
MT,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
MT,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Montana does not specify if this race category is included under a grouping it labels ""Other race."""
MT,TRUE,FALSE,Cases,Race,White,FALSE,NA
MT,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Montana does not specify if this race category is included under a grouping it labels ""Other race."""
MT,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MT,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
MT,TRUE,TRUE,Deaths,Race,Black or African American,FALSE,NA
MT,TRUE,TRUE,Deaths,Race,Hispanic or Latino,FALSE,NA
MT,TRUE,TRUE,Deaths,Race,Asian,FALSE,NA
MT,TRUE,TRUE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Montana does not specify if this race category is included under a grouping it labels ""Other race."""
MT,TRUE,TRUE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
MT,TRUE,TRUE,Deaths,Race,Two or more races,TRUE,"Montana does not specify if this race category is included under a grouping it labels ""Other race."""
MT,TRUE,TRUE,Deaths,Race,White,FALSE,NA
MT,TRUE,TRUE,Deaths,Race,Some other race,TRUE,"Montana does not specify if this race category is included under a grouping it labels ""Other race."""
MT,TRUE,TRUE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
MT,TRUE,TRUE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NC,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
NC,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
NC,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
NC,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
NC,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
NC,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"North Carolina does not specify if this race category is included under a grouping it labels ""Other."""
NC,TRUE,FALSE,Cases,Race,White,FALSE,NA
NC,TRUE,FALSE,Cases,Race,Some other race,TRUE,"North Carolina does not specify if this race category is included under a grouping it labels ""Other."""
NC,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NC,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NC,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
