State,different_from_oregon_flag,metric_nodata_flag,metric,variable,category,category_reporting_flag,category_reporting_note
SC,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
SC,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
SD,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
SD,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
SD,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
SD,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"South Dakota does not specify if this race category is included under a grouping it labels ""Other."""
SD,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
SD,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"South Dakota does not specify if this race category is included under a grouping it labels ""Other."""
SD,TRUE,FALSE,Cases,Race,White,FALSE,NA
SD,TRUE,FALSE,Cases,Race,Some other race,TRUE,"South Dakota does not specify if this race category is included under a grouping it labels ""Other."""
SD,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
SD,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,Black or African American,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,Hispanic or Latino,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,Asian,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,Two or more races,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,White,FALSE,NA
SD,TRUE,TRUE,Deaths,Race,Some other race,FALSE,NA
SD,TRUE,TRUE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
SD,TRUE,TRUE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
TN,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
TN,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
TN,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
TN,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Cases,Race,White,FALSE,NA
TN,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
TN,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
TN,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
TN,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
TN,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
TN,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Deaths,Race,White,FALSE,NA
TN,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Tennessee does not specify if this race category is included under a grouping it labels ""Other/Multiracial."""
TN,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
TN,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
TX,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
TX,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
TX,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
TX,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Cases,Race,White,FALSE,NA
TX,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
TX,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
TX,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
TX,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
TX,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
TX,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Deaths,Race,White,FALSE,NA
TX,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Texas does not specify if this race category is included under a grouping it labels ""Other."""
TX,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
TX,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
UT,TRUE,FALSE,Cases,Race,Black or African American,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
UT,TRUE,FALSE,Cases,Race,Asian,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Race,Two or more races,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Race,White,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Race,Some other race,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
UT,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
UT,TRUE,FALSE,Deaths,Race,Black or African American,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
UT,TRUE,FALSE,Deaths,Race,Asian,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Race,White,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Race,Some other race,TRUE,Utah reports non-mutually-exclusive categories for race data. Percentages may sum to more than 100%.
UT,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
UT,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
VA,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
VA,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
VA,TRUE,FALSE,Cases,Race,Asian,TRUE,"Virginia reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
VA,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Virginia reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
VA,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
VA,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
VA,TRUE,FALSE,Cases,Race,White,FALSE,NA
VA,TRUE,FALSE,Cases,Race,Some other race,FALSE,NA
VA,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
VA,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
VA,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
VA,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
VA,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Virginia reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
VA,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Virginia reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
VA,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
VA,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
VA,TRUE,FALSE,Deaths,Race,White,FALSE,NA
VA,TRUE,FALSE,Deaths,Race,Some other race,FALSE,NA
VA,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
VA,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
VI,TRUE,TRUE,Cases,Race,Black or African American,FALSE,NA
VI,TRUE,TRUE,Cases,Race,Hispanic or Latino,FALSE,NA
VI,TRUE,TRUE,Cases,Race,Asian,FALSE,NA
VI,TRUE,TRUE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
VI,TRUE,TRUE,Cases,Race,American Indian and Alaska Native,FALSE,NA
VI,TRUE,TRUE,Cases,Race,Two or more races,FALSE,NA
VI,TRUE,TRUE,Cases,Race,White,FALSE,NA
VI,TRUE,TRUE,Cases,Race,Some other race,FALSE,NA
VI,TRUE,TRUE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
VI,TRUE,TRUE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,Black or African American,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,Hispanic or Latino,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,Asian,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,Two or more races,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,White,FALSE,NA
VI,TRUE,TRUE,Deaths,Race,Some other race,FALSE,NA
VI,TRUE,TRUE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
VI,TRUE,TRUE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
VT,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
VT,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
VT,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
VT,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Vermont does not specify if this race category is included under a grouping it labels ""Other race."""
VT,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
VT,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Vermont does not specify if this race category is included under a grouping it labels ""Other race."""
VT,TRUE,FALSE,Cases,Race,White,FALSE,NA
VT,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Vermont does not specify if this race category is included under a grouping it labels ""Other race."""
VT,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
VT,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
VT,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
VT,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
VT,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
VT,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Vermont does not specify if this race category is included under a grouping it labels ""Other race."""
VT,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
VT,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Vermont does not specify if this race category is included under a grouping it labels ""Other race."""
VT,TRUE,FALSE,Deaths,Race,White,FALSE,NA
VT,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Vermont does not specify if this race category is included under a grouping it labels ""Other race."""
VT,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
VT,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
WA,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
WA,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
WA,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
WA,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
WA,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
WA,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
WA,TRUE,FALSE,Cases,Race,White,FALSE,NA
WA,TRUE,FALSE,Cases,Race,Some other race,FALSE,NA
WA,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WA,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
WA,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,White,FALSE,NA
WA,TRUE,FALSE,Deaths,Race,Some other race,FALSE,NA
WA,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WA,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
WI,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
WI,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
WI,TRUE,FALSE,Cases,Race,Asian,TRUE,"Wisconsin reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
WI,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Wisconsin reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
WI,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
WI,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Wisconsin includes this race category under a grouping it labels ""Multiple or other races."""
WI,TRUE,FALSE,Cases,Race,White,FALSE,NA
WI,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Wisconsin includes this race category under a grouping it labels ""Multiple or other races."""
WI,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WI,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
WI,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
WI,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
WI,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Wisconsin  reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
WI,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Wisconsin  reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
WI,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
WI,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Wisconsin includes this race category under a grouping it labels ""Multiple or other races."""
WI,TRUE,FALSE,Deaths,Race,White,FALSE,NA
WI,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Wisconsin includes this race category under a grouping it labels ""Multiple or other races."""
WI,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WI,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
WV,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
WV,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
WV,TRUE,FALSE,Cases,Race,Asian,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Cases,Race,White,FALSE,NA
WV,TRUE,FALSE,Cases,Race,Some other race,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WV,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
WV,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
WV,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
WV,TRUE,FALSE,Deaths,Race,Asian,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Deaths,Race,White,FALSE,NA
WV,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"West Virginia does not specify if this race category is included under a grouping it labels ""Other."""
WV,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WV,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
WY,TRUE,FALSE,Cases,Race,Black or African American,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
WY,TRUE,FALSE,Cases,Race,Asian,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Race,Two or more races,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Race,White,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Race,Some other race,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WY,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
WY,TRUE,FALSE,Deaths,Race,Black or African American,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
WY,TRUE,FALSE,Deaths,Race,Asian,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Race,White,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Race,Some other race,TRUE,Wyoming reports non-mutually-exclusive categories for race and ethnicity data. Percentages may sum to more than 100%.
WY,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
WY,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
